kingdom;phylum;class;order;family;genus;species;taxa
k__Bacteria;p__Firmicutes;c__CFGB76016;o__OFGB76016;f__FGB76016;g__GGB3123;s__GGB3123_SGB4135;t__SGB4135
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4543;s__GGB4543_SGB6264;t__SGB6264
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB3204;s__GGB3204_SGB13957;t__SGB13957
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_rubneri;t__SGB8056
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_phocaeense;t__SGB4622
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium;t__SGB7968
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Alloruminococcus;s__Candidatus_Alloruminococcus_vanvlietii;t__SGB63325
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__GGB28319;s__GGB28319_SGB40892;t__SGB40892
k__Bacteria;p__Bacteroidetes;c__CFGB635;o__OFGB635;f__FGB635;g__GGB1549;s__GGB1549_SGB2133;t__SGB2133
k__Bacteria;p__Bacteroidetes;c__CFGB4425;o__OFGB4425;f__FGB4425;g__GGB1512;s__GGB1512_SGB2092;t__SGB2092
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9719;s__GGB9719_SGB15273;t__SGB15273
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia_denticolens;t__SGB17291
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9536;s__GGB9536_SGB14939;t__SGB14939
k__Bacteria;p__Actinobacteria;c__CFGB2987;o__OFGB2987;f__FGB2987;g__GGB9359;s__GGB9359_SGB14334;t__SGB14334
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_SGB69261;t__SGB69261
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_uli;t__SGB14367
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillospiraceae_unclassified;s__Oscillospiraceae_bacterium_N12;t__SGB1802
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_SGB14888;t__SGB14888
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_SGB15070;t__SGB15070
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis;t__SGB8047_group
k__Bacteria;p__Firmicutes;c__CFGB9581;o__OFGB9581;f__FGB9581;g__GGB9581;s__GGB9581_SGB79823;t__SGB79823
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Sanguibacteroides;s__Sanguibacteroides_justesenii;t__SGB1776
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella_nexilis;t__SGB4588
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_SGB42794;t__SGB42794
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3602;s__GGB3602_SGB4574;t__SGB4574
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas_intestinalis;t__SGB4617
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_Marseille_Q3526;t__SGB4703
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas_fastidiosa;t__SGB15085
k__Bacteria;p__Firmicutes;c__CFGB76158;o__OFGB76158;f__FGB76158;g__GGB52002;s__GGB52002_SGB72669;t__SGB72669
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_marmotae;t__SGB10064
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Lactonifactor;s__Lactonifactor_sp_BIOML_A6;t__SGB48013
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia_odontolytica;t__SGB23982
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_caccae;t__SGB4529
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_hansenii;t__SGB4798
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_AT4;t__SGB4753
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mutans;t__SGB8000
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella_ornithinolytica;t__SGB10124
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Turicimonas;s__Turicimonas_muris;t__SGB9258
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB58233;s__GGB58233_SGB79883;t__SGB79883
k__Bacteria;p__Candidatus_Saccharibacteria;c__Candidatus_Saccharimonia;o__Candidatus_Saccharimonales;f__Candidatus_Sacchiramonaceae;g__Candidatus_Nanosynsacchari;s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1;t__SGB19882
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Neoanaerotignum;s__Candidatus_Neoanaerotignum_tabaqchaliae;t__SGB59528
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__SGB8053
k__Bacteria;p__Firmicutes;c__CFGB1304;o__OFGB1304;f__FGB1304;g__GGB74827;s__GGB74827_SGB4137;t__SGB4137
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3463;s__GGB3463_SGB4621;t__SGB4621
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB3281;s__GGB3281_SGB4335;t__SGB4335
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_SGB72492;t__SGB72492
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiales_unclassified;g__Aquabacterium;s__Aquabacterium_SGB14327;t__SGB14327
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4605;s__GGB4605_SGB6378;t__SGB6378
k__Bacteria;p__Firmicutes;c__CFGB75799;o__OFGB75799;f__FGB75799;g__GGB79981;s__GGB79981_SGB14222;t__SGB14222
k__Bacteria;p__Proteobacteria;c__CFGB2397;o__OFGB2397;f__FGB2397;g__GGB36599;s__GGB36599_SGB9269;t__SGB9269
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Hafnia;s__Hafnia_alvei;t__SGB10209
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_clostridioformis;t__SGB4760
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium_SGB4870;t__SGB4870
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella_hathewayi;t__SGB4741
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_1_7_47FAA;t__SGB4763
k__Bacteria;p__Firmicutes;c__CFGB76046;o__OFGB76046;f__FGB76046;g__GGB51510;s__GGB51510_SGB71883;t__SGB71883
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_unclassified;s__Erysipelotrichaceae_bacterium_3_1_53;t__SGB4036
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella_hathewayi;t__SGB4742
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora_saccharolytica;t__SGB4877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_bennonis;t__SGB1985
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_SGB42906;t__SGB42906
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Clostridium_scindens;t__SGB4631
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_SGB4873;t__SGB4873
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercorirosoris;t__SGB1848
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Hungatella;s__Hungatella_hathewayi;t__SGB4739
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__GGB3328;s__GGB3328_SGB4406;t__SGB4406
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB4716;s__GGB4716_SGB14929;t__SGB14929
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9457;s__GGB9457_SGB14849;t__SGB14849
k__Bacteria;p__Firmicutes;c__CFGB28369;o__OFGB28369;f__FGB28369;g__GGB28369;s__GGB28369_SGB40949;t__SGB40949
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4653;s__GGB4653_SGB6440;t__SGB6440
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3632;s__GGB3632_SGB4921;t__SGB4921
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_faecis;t__SGB1940
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_pittmaniae;t__SGB9656
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_freundii;t__SGB10083
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridiaceae_unclassified;s__Clostridiaceae_bacterium_OM02_2AC;t__SGB4038
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp_AF22_9;t__SGB5083
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Mesosutterella;s__Mesosutterella_multiformis;t__SGB9272
k__Bacteria;p__Firmicutes;c__CFGB31455;o__OFGB31455;f__FGB31455;g__GGB4699;s__GGB4699_SGB6503;t__SGB6503
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia_muris;t__SGB33553
k__Bacteria;p__Firmicutes;c__CFGB2960;o__OFGB2960;f__FGB2960;g__GGB9303;s__GGB9303_SGB14264;t__SGB14264
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Gallimonas;s__Candidatus_Gallimonas_faecium;t__SGB54320
k__Bacteria;p__Firmicutes;c__CFGB2833;o__OFGB2833;f__FGB2833;g__GGB9057;s__GGB9057_SGB13967;t__SGB13967
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB9424;s__GGB9424_SGB27144;t__SGB27144
k__Bacteria;p__Firmicutes;c__CFGB1798;o__OFGB1798;f__FGB1798;g__GGB4769;s__GGB4769_SGB6602;t__SGB6602
k__Bacteria;p__Proteobacteria;c__CFGB2401;o__OFGB2401;f__FGB2401;g__GGB6585;s__GGB6585_SGB9306;t__SGB9306
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella_intestinihominis;t__SGB71956
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB41366;s__GGB41366_SGB58424;t__SGB58424
k__Bacteria;p__Actinobacteria;c__CFGB12107;o__OFGB12107;f__FGB12107;g__GGB34797;s__GGB34797_SGB14321;t__SGB14321
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp_AM44_1BH;t__SGB5853
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_funiformis;t__SGB6962
k__Bacteria;p__Bacteria_unclassified;c__CFGB73496;o__OFGB73496;f__FGB73496;g__GGB30048;s__GGB30048_SGB42949;t__SGB42949
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira_aalborgi;t__SGB5967
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_SGB101145;t__SGB101145
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_elsdenii;t__SGB5862
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__GGB9575;s__GGB9575_SGB14988;t__SGB14988
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Lawsonibacter;s__Lawsonibacter_sp_NSJ_52;t__SGB15125
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp_P4_51;t__SGB1666
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_SGB1680;t__SGB1680
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia_timonensis;t__SGB1477
k__Bacteria;p__Firmicutes;c__CFGB2942;o__OFGB2942;f__FGB2942;g__GGB9278;s__GGB9278_SGB14230;t__SGB14230
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9589;s__GGB9589_SGB15011;t__SGB15011
k__Bacteria;p__Proteobacteria;c__CFGB2401;o__OFGB2401;f__FGB2401;g__GGB6586;s__GGB6586_SGB9311;t__SGB9311
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_massiliensis;t__SGB1945
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4590;s__GGB4590_SGB6349;t__SGB6349
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__GGB12693;s__GGB12693_SGB19690;t__SGB19690
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4541;s__GGB4541_SGB6262;t__SGB6262
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__GGB6599;s__GGB6599_SGB9330;t__SGB9330
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Marseilla;s__Marseilla_massiliensis;t__SGB1600
k__Bacteria;p__Bacteroidetes;c__CFGB529;o__OFGB529;f__FGB529;g__GGB1096;s__GGB1096_SGB1408;t__SGB1408
k__Bacteria;p__Actinobacteria;c__CFGB12107;o__OFGB12107;f__FGB12107;g__GGB34797;s__GGB34797_SGB14323;t__SGB14323
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_sp_OF01_20;t__SGB4989
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_barnesiae;t__SGB1897
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_sp_BIOML_A40;t__SGB9223
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_SGB15241;t__SGB15241
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__GGB1256;s__GGB1256_SGB1684;t__SGB1684
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__SGB6778
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma_burkinafasonensis;t__SGB86218
k__Bacteria;p__Firmicutes;c__CFGB76784;o__OFGB76784;f__FGB76784;g__GGB9690;s__GGB9690_SGB15195;t__SGB15195
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__GGB519;s__GGB519_SGB697;t__SGB697
k__Bacteria;p__Firmicutes;c__CFGB2429;o__OFGB2429;f__FGB2429;g__GGB9145;s__GGB9145_SGB14079;t__SGB14079
k__Bacteria;p__Bacteroidetes;c__CFGB635;o__OFGB635;f__FGB635;g__GGB1543;s__GGB1543_SGB2126;t__SGB2126
k__Bacteria;p__Firmicutes;c__CFGB1838;o__OFGB1838;f__FGB1838;g__GGB4884;s__GGB4884_SGB6823;t__SGB6823
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9710;s__GGB9710_SGB15239;t__SGB15239
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9592;s__GGB9592_SGB15014;t__SGB15014
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__GGB6512;s__GGB6512_SGB9198;t__SGB9198
k__Bacteria;p__Firmicutes;c__CFGB2898;o__OFGB2898;f__FGB2898;g__GGB9211;s__GGB9211_SGB14151;t__SGB14151
k__Bacteria;p__Firmicutes;c__CFGB3069;o__OFGB3069;f__FGB3069;g__GGB9768;s__GGB9768_SGB15386;t__SGB15386
k__Bacteria;p__Firmicutes;c__CFGB76560;o__OFGB76560;f__FGB76560;g__GGB18456;s__GGB18456_SGB4146;t__SGB4146
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus_SGB14949;t__SGB14949
k__Bacteria;p__Firmicutes;c__CFGB1359;o__OFGB1359;f__FGB1359;g__GGB3321;s__GGB3321_SGB4396;t__SGB4396
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9047;s__GGB9047_SGB13950;t__SGB13950
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__GGB6126;s__GGB6126_SGB8772;t__SGB8772
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__Traorella_massiliensis;t__SGB28999
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter_sanguinis;t__SGB6846
k__Bacteria;p__Actinobacteria;c__CFGB2987;o__OFGB2987;f__FGB2987;g__GGB9357;s__GGB9357_SGB14330;t__SGB14330
k__Archaea;p__Candidatus_Thermoplasmatota;c__CFGB76095;o__OFGB76095;f__FGB76095;g__GGB260;s__GGB260_SGB362;t__SGB362
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9621;s__GGB9621_SGB15072;t__SGB15072
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__SGB1853
k__Bacteria;p__Bacteroidetes;c__CFGB59744;o__OFGB59744;f__FGB59744;g__GGB59744;s__GGB59744_SGB2275;t__SGB2275
k__Bacteria;p__Firmicutes;c__CFGB2840;o__OFGB2840;f__FGB2840;g__GGB9093;s__GGB9093_SGB14023;t__SGB14023
k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_SGB6371;t__SGB6371
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9452;s__GGB9452_SGB14843;t__SGB14843
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB79916;s__GGB79916_SGB4587;t__SGB4587
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter_massiliensis;t__SGB29307
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_SGB4708;t__SGB4708
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Culturomica;s__Culturomica_massiliensis;t__SGB1791
k__Bacteria;p__Firmicutes;c__CFGB1227;o__OFGB1227;f__FGB1227;g__GGB3003;s__GGB3003_SGB3994;t__SGB3994
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_SGB5071;t__SGB5071
k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB6010;s__GGB6010_SGB8637;t__SGB8637
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_plebeius;t__SGB1899
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__GGB3212;s__GGB3212_SGB4241;t__SGB4241
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3616;s__GGB3616_SGB4888;t__SGB4888
k__Bacteria;p__Bacteroidetes;c__CFGB72486;o__OFGB72486;f__FGB72486;g__GGB1633;s__GGB1633_SGB2241;t__SGB2241
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__GGB9747;s__GGB9747_SGB15355;t__SGB15355
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__GGB3176;s__GGB3176_SGB4194;t__SGB4194
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB3429;s__GGB3429_SGB71706;t__SGB71706
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella_confusa;t__SGB7115
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_SGB14351;t__SGB14351
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_michiganensis;t__SGB10119
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9708;s__GGB9708_SGB15235;t__SGB15235
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas_faecalis;t__SGB1782
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_braakii;t__SGB10086
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9595;s__GGB9595_SGB15018;t__SGB15018
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4568;s__GGB4568_SGB6309;t__SGB6309
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enteroscipio;s__Enteroscipio_SGB98416;t__SGB98416
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_vestibularis;t__SGB8003
k__Bacteria;p__Firmicutes;c__CFGB2930;o__OFGB2930;f__FGB2930;g__GGB9252;s__GGB9252_SGB14196;t__SGB14196
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter_hermannii;t__SGB10047
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus;t__SGB97158
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus_bromii;t__SGB4283
k__Bacteria;p__Firmicutes;c__CFGB1838;o__OFGB1838;f__FGB1838;g__GGB4672;s__GGB4672_SGB6461;t__SGB6461
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis;t__SGB8095
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp_1001271st1_H5;t__SGB4757
